id,title,bgg_id,ag_game_id
301,A Fake Artist Goes to New York,135779,94af936d-a137-4194-b4ae-ed76c9ed98f9
302,Time's Up! Title Recall!,36553,bf47a6c3-0f1f-4ddb-951d-ec756ac9a50b
303,Werewords,219215,de18c455-b233-45fa-8c3e-f61b6704338e
304,Wingspan: Oceania Expansion,300580,fc71feed-a8ad-4a88-bf5b-82d6409d1444
305,Cascadia: Landmarks,385318,861affb7-3f3c-44ec-aa31-1515526768d1
187,"Air, Land, & Sea",247367,7a07e249-0975-49b8-9165-f31e66825465
307,Decrypto: Expansion #01 â€“ Laserdrive,273938,e7db665c-a3cd-4343-88d1-d365b7e3eadc
39,Escape Room: The Game,204836,a8e5b4b2-5119-4bd8-b1e0-e2218a334b46
44,Five Tribes: The Djinns of Naqala,157354,a473b0fc-26ad-41b3-a02b-c5da71851ace
190,Lost Ruins of Arnak,312484,4b4f6e0a-2def-43c6-9046-3a7177561df0
191,Monikers,156546,ff6b7132-4f65-4e7e-9491-9d8365ebe427
194,The Crew: The Quest for Planet Nine,284083,e626cf6e-7bb3-4436-b0a4-625097cd0a44
193,Rolling Realms,305682,a246bfc0-55a4-427c-b3f6-7b2e526e7cc8
308,Blood on the Clocktower,240980,7c5ce33e-7dd2-4252-bb21-50597a33f71a
192,Next Station: London,353545,f5144357-53e5-48f4-879a-0f869ffbe0f7
199,So Clover!,329839,d58a6bc3-f995-43ef-af8b-744e7af629fb
309,Teotihuacan: City of Gods,229853,f5342559-39c3-48d7-a642-23f6f3ab761f
310,Under Falling Skies,306735,9e8191e4-9c64-41a1-9b0d-f02b17f322ce
311,Praga Caput Regni,308765,130c74f4-ad6f-445d-b24b-4a727fe77fa4
312,SCOUT,291453,c0cfbdc1-9c69-49fe-9557-7c50e83dce96
352,CATAN: Seafarers,325,24f7db33-e62f-4cea-b9fa-49bef7d45e02
195,The Fuzzies,314421,ce99247d-02fb-44f1-ad05-0a0aae036a04
196,Welcome To...,233867,cf5450e5-6b6b-4e8b-b11d-c0cc865455a2
313,Arboretum,140934,3f4090cc-8ba8-49b8-ba2e-0e8bb71eb9cc
201,Alien Frontiers,48726,efd399e3-e26d-472a-b0fb-bd09892b33d3
197,Ticket to Ride,9209,549147c2-9135-4538-a8f8-f8e3b8b429f6
189,Kites,348096,50e6ae0d-f78d-424b-bd56-80a592d1366f
200,The Palace of Mad King Ludwig,223278,3d6e2447-3b4d-46ca-8eaa-6a7321f98e87
314,High Society,220,fce1e1dd-87d4-48c3-afc1-475b9dd12d5e
202,Trekking the World,300442,365b987e-ebf2-45b1-9b3b-ede8bfa1b8cd
316,Tiny Towns,265736,0a592258-7dde-4575-99ac-860c8fb576f7
317,The Isle of Cats,281259,849b94b9-cd3a-41a5-9b89-50d367658c04
318,Planet Unknown,258779,eadbc659-67e0-4d8b-a56e-7614b4aa6ad9
319,MicroMacro: Crime City,318977,3d63924d-960f-4857-b6d1-003793b30d86
203,Terraforming Mars,167791,16fbb2f3-5910-402b-9b91-4004c8d7c136
320,The Guild of Merchant Explorers,350933,ac09360a-9485-4859-ad5f-f61ae326314c
321,Fantastic Factories,216600,678185c6-df2b-4ac1-88fe-3f2303a0588a
322,Point City,368017,1261cee8-27c3-4fc2-a550-0a63d17a3a5a
77,XCOM: The Board Game,163602,48bb2224-47b8-4e06-9eca-8a3748e0d98b
204,Ark Nova,342942,27090032-b23a-4798-b0b3-6488d31ee93a
206,Brass: Birmingham,224517,9f722c25-fef4-4b7c-a9d8-7b7729bf7b34
323,Cat in the Box: Deluxe Edition,345972,178525fb-7cdc-4f37-a89f-aaf850406f14
324,Similo,268620,17899ab4-0389-4dab-b267-d5655a5430ff
325,Coup,131357,f0383ba7-0944-44a8-933c-ac5d6c389942
205,Dune: Imperium â€“ Uprising,397598,7a64da2f-1cca-4a67-bc26-c5e75fa066b3
207,Great Western Trail: New Zealand,380607,eef98bad-a6f9-42d0-8262-6e231632d990
326,Skull King,150145,878023d0-8fcc-4ca3-89aa-c76a0517478a
327,It's a Wonderful World,271324,93fa67fb-b7f8-4892-9833-b53be02a1cf6
328,Splendor Duel,364073,8ff0c305-3106-455e-aceb-cbe3f042d776
329,Railroad Ink: Deep Blue Edition,245654,ed4ca00c-ebe7-45f2-bac9-859b92a88bd7
208,OrlÃ©ans,164928,028a1d16-c400-4f57-b23a-48486ce718ac
209,Nidavellir,293014,f65b98f6-8cf1-43f6-83a5-6ef9e77a4308
210,L.L.A.M.A.,266083,44f5248a-f08f-4048-8461-8774f790c758
330,Cartographers Heroes,315767,7d7dcd27-7c22-4a5c-9333-07b7417db313
331,Isle of Skye: From Chieftain to King,176494,6c33901c-61cd-43c5-98db-e73628c55065
211,Spirit Island,162886,8e6809cd-81d2-4486-b629-ce69a15719d5
212,The Quest for El Dorado,217372,4c2e9734-7bf8-4762-ac73-a63ca3543d15
213,Star Wars: Rebellion,187645,db068540-e37c-431a-b726-5ecebd3544a6
214,The LOOP,316412,3bc7465b-a77e-4c0c-b99e-0eabfe79a6d7
216,Karuba,183251,6e6738e5-4959-427c-a8d9-acdddfe3f9a2
217,Detective Club,256788,abd25f07-e765-4884-a334-d29561d61532
218,Heat: Heavy Rain,410291,d17b5635-41ee-4f73-a5af-580a34b3fdb1
219,Two Rooms and a Boom,134352,71880145-b150-485f-b96b-eddebf76820d
220,Res Arcana,262712,654589d0-f4ed-4bd3-90ef-beab60de7549
221,Clans of Caledonia,216132,178363e5-62d4-4e0d-955c-b3d72789df80
222,Azul: Summer Pavilion,287954,a16f78b7-ade9-4ae0-826d-95d9edfbbded
223,Flamecraft,336986,32d776f0-8041-4847-9a68-611999e0e95c
224,Hanamikoji,158600,7ef32772-4dcf-4186-81ea-7b7514569a26
225,Paperback,141572,c0917841-d312-464e-bd46-12b6b0b10ba8
111,Love Letter,277085,b9bc3d33-f3f7-43f0-9c7a-f85d1896656b
226,Mysterium,181304,e5cb655d-4269-4cd5-bafb-e4980ee861de
227,Trails,338628,1324bb8d-f7a9-4735-baaf-36169ed89081
228,Burgle Bros.,172081,73c452b6-eeae-4394-b4bb-c8847614334c
229,PARKS: Nightfall,298729,5ca30070-b935-4421-8824-a7c21e8b6246
230,Noctiluca,269752,0798a084-55b3-4279-a99e-3982db1a3ed0
231,The Bloody Inn,180593,3428cb88-9500-4290-a139-d338c8ca9b07
233,Tigris & Euphrates,42,c0f2145d-317a-4184-96f6-7f66063a0698
234,El Grande Big Box,171908,eb08713d-2253-48ec-aae5-e5f038688847
332,Istanbul,148949,c72b33e1-b301-4295-aef1-3ba0faf29f6f
333,Hansa Teutonica,43015,13211220-dae3-4046-ae51-ac81fd70a0ad
334,Azul: Queen's Garden,346965,d8b6c0b1-4420-4843-98ae-df50dd6e4c2d
335,The Resistance: Avalon,128882,a86516ae-774d-4d9b-985a-079ed050ab0f
3,Cascadia,295947,0178c064-2175-49ab-993f-c7db27dcd468
336,Tiny Epic Galaxies,163967,46cd4cc1-4691-4b51-be2b-67b39983f260
337,Viticulture: Tuscany Essential Edition,202174,c21f6862-33d8-4bbc-890a-6d5507982122
338,Dice Throne: Season One,216734,be2bc7a0-eb13-477b-a104-84a055c3d18b
346,7 Wonders Duel: Pantheon,202976,292f36c7-4e9c-413b-844f-a6ec08ea495a
278,Concordia,124361,49115d8e-2a38-46d9-b1e2-5a844893fd50
280,Everdell,199792,dfa66648-fd07-40c1-8503-e3e990fb5829
281,Clank!: A Deck-Building Adventure,201808,f6edd4c8-894f-431f-9b9f-93540a00e68f
282,Root,237182,6bf0c731-c15b-4dfc-b0b9-955ccbf0b42b
283,Gaia Project,220308,2f6bbdd0-1b8f-46f5-967a-87c72c350adf
284,Parks (Second Edition),437306,2dfa0769-a900-413e-86df-42ac284f209e
285,Aeon's End,191189,c3e8165c-b336-471c-8316-f05c7c02ee0f
286,Telestrations,46213,22d45b37-2749-406b-a1c2-ce35d172c270
287,Draftosaurus,264055,c919256a-75f7-4b45-8645-cfa5274ef74d
288,Onitama,160477,ee5002d8-ec8d-4b27-b2e4-ff92b7042f80
2,Wingspan,266192,d2cca7b6-94dd-459e-a014-229051bd9a94
289,Beyond the Sun,317985,8786f34a-840e-43ae-bb53-79bb11d1ddd3
290,Underwater Cities,247763,e4406a99-75f3-4830-9aef-5d8b49786b1e
291,Maracaibo,276025,c8103454-0234-4ea5-aace-1cb938dfca66
292,Barrage,251247,0d0fd608-de47-4231-b9e8-449ab719a011
293,Carnegie,310873,4b036c68-eb38-4aa0-aa38-6713911fab66
294,Sleeping Gods,255984,3364f7c3-a9df-49a9-b1ee-ab57c939b4c7
295,Paleo,300531,a61fcfc7-058d-497f-94a1-63ebd3aaac90
296,Crokinole,521,59e9b985-0fe4-4cfc-b496-757a4c4bc1c9
297,Rhino Hero: Super Battle,218333,e7289778-1750-49ce-b8fa-ff46bf0949b2
1,Azul,230802,b95e09aa-414f-4a69-8dbb-cb74144ef91c
298,Project L,260180,e83afd2b-12c0-40d7-9cbb-23a623865193
4,7 Wonders,68448,ebd439ea-3edc-48f4-aa6b-259ccc5ec648
5,7 Wonders Duel,173346,eb378e3d-c02a-47c9-a33a-b1e35f8507cc
6,A Feast for Odin,177736,1534fcb6-3284-473a-953e-81658cdc02b4
7,Abandon All Artichokes,302260,0f0c0bb9-5446-4cfc-a9c3-37cbd037b150
8,Akropolis,357563,ca9598d9-2069-471e-b1b1-c23bde81f8e0
9,Animal Upon Animal,17329,03c44907-84ba-493c-8052-7ab5c6a43e55
10,Anomia,67877,10e2df2a-5e81-45db-b1fd-e9689ab3ba55
22,Caverna: The Cave Farmers,102794,ecaaf39e-e83e-4ba1-9942-7a248facf46d
11,Ascension: Deckbuilding Game,69789,d1bb114f-b6a6-42e0-9dea-7680d4dc17f6
12,Bohnanza,11,63d33d2e-f471-4a86-9dd5-3e64ab3c850e
14,Calico,283155,1d5ad5a0-3e16-4da0-b5ad-36d9886128cf
15,Camel Up (Second Edition),260605,94222e6d-dcab-44fd-9b9d-6533b3fb2667
16,Captain Sonar,171131,25737472-5d3e-4944-88a6-ba77ee3d1891
17,Carcassonne,822,de2a14db-4649-41dd-8f84-4b8cc8c55407
18,Cartographers,263918,d5eefa34-82c0-48f0-b357-0dfcd6af5a41
19,CATAN,13,270ba001-cf9a-466c-888d-e2ad00ddb87f
20,Take 5,432,2c099a28-986e-45ec-bd90-ac82f1706b05
21,Cathedral,7,89f4d7e9-ebab-4927-aa50-ddbc24501da3
23,Chronicles of Crime,239188,17dc7f06-ee29-4e59-a3db-c1d04b7a7ae1
24,Citadels,205398,26b7605f-3df3-4730-9b0d-6aa58e5832ac
25,Kakerlakensuppe,38391,6569d273-16c0-402f-8e6b-7be409e32ee7
64,Race for the Galaxy,28143,534727c2-6bbc-4d50-bfa7-a11d88dc2334
26,Codenames,178900,2d48fd8b-44df-4110-aa8f-be989ebdc259
27,Cosmolancer,119,2e4b717d-bf75-405b-8681-fb17926f3c49
28,Descent: Legends of the Dark,322708,e2ba1e7d-bd53-4ff4-85e9-b84b0609a351
62,Space Alert,38453,8071cda2-ce92-47d6-9878-d14ff2cfc42e
29,Downforce,215311,a2aff0b7-4133-466d-94ea-b52aaef0d0b0
30,Eclipse: New Dawn for the Galaxy,72125,6a01805f-1065-4e18-89a7-20e854004670
31,Finca,261720,59ea1404-7e60-4702-b103-2b5a51e4d137
71,The Crew: Mission Deep Sea,324856,329246fd-9c8b-417f-aced-bca9a41ce143
32,Exploding Kittens: The Board Game,447244,6911ef47-1e70-46c1-ad55-2f8a0ebb673d
33,Flip 7,420087,ac3a5f77-3e19-47af-a61a-d648d04b02e2
34,For Sale,172,65413089-b6d9-452f-8309-f208e8a18340
69,Tichu,215,26c72513-a720-4729-87ff-219fd5b95570
35,Gardeners,361840,c47db92a-6a52-44ba-99d7-3d5cf85ee2e5
72,UNO: Show 'Em No Mercy,399088,17dba1a3-3273-4d07-95b1-19b56f2c3b6c
36,Granny Wars:  A Game of Tit for Tat,146765,89424429-07bd-4f7d-8147-43e8f4f63585
37,Hive,2655,6e0c4946-3e35-4c1a-be05-11272feeeed6
38,Hues and Cues,302520,9dd3662b-7a74-4d21-86cf-4dd440a88599
40,King of Tokyo,70323,0eafb3da-23bc-496d-8663-9cc85d8d1e46
73,Viticulture Essential Edition,183394,3a5fc9e7-d854-4495-aa7c-df5a1aa43d9b
41,KLASK,165722,13b89c16-362c-4654-a600-2db8029858bb
42,Leaping Lemmings,29687,82efe9d9-15bf-4e1f-8b27-f0783ae75fa2
43,Drop It,244916,42a80527-834f-45e7-8742-c3414b9a9a9c
45,Floating Floors,334712,d6b86b4e-7832-460d-a886-dfba7e397816
46,Fort,296912,ab9a7033-c0c9-4890-ae88-eab929fc520e
47,My City,295486,7e259788-3be4-4197-8321-bd6d6ef8d1ab
48,Heat: Pedal to the Metal,366013,70e61975-9a7b-432e-9a24-045e3d57a202
49,Nemesis,167355,9f6054a9-4382-43b9-ac84-bbc29f1db44f
50,Magic Maze,209778,faf24973-19be-4a23-95cc-50f1b0ce544b
74,Tinderblox,295192,ca76a275-c84a-4853-a34a-2b35ba12d5d3
52,Minecraft: Builders & Biomes,269603,ad00e5b4-5696-4ba7-8bd5-05b6f3ef31fb
53,Libertalia: Winds of Galecrest,356033,1517689f-7c98-4189-a7c3-fe8ea028b74c
54,Lunar,383452,9eb3b0d0-151f-48a5-a66a-295e44db7b35
55,Mansions of Madness: Second Edition,205059,ec723505-cb43-4bca-9f72-97aeb1a17506
56,Raid the Pantry,124918,02c8546c-b54f-4e28-97a0-8ce01983ca62
57,Rhino Hero,91514,1aebc605-b144-4c73-a929-362be7782337
58,RoboRally,18,e351b9c5-f713-4aab-9f18-b98ac2ec23e5
59,Power Grid,2651,b6a59a60-e400-4476-9e94-0ee676320f23
60,Oaxaca: Crafts of a Culture,147241,6bf84e0b-4018-4d0c-b339-96220a446b46
61,Paladins of the West Kingdom,266810,fda428dd-1958-4566-955a-418f829b9b5e
63,Star Wars: Battle of Hoth,444481,2a0a0693-b5b0-416a-9518-6ce87e46ab9e
65,Splendor,148228,725de888-00f6-45b8-8d4d-b538d56cb37e
66,The Fox in the Forest,221965,50e97b91-84eb-46e3-9d28-beec501fabac
67,The Gang,411567,8c974e87-f9fc-498d-a2a9-e819c8c6faa6
68,The White Castle,371942,bd5eba59-4162-4174-93ac-7c9e27114006
70,Ticket to Ride: Europe,14996,e87b57fd-a4c4-425e-b4dd-a648dc1659fd
75,Zombie Dice,62871,f1942ee5-94c1-4d1e-9b13-e04e42f60cfa
76,Wavelength,262543,3abf8c4c-1c1a-4d4b-91e4-c11dbed79962
78,Coloretto,5782,ab9df235-13d7-4eb2-8368-0e909a77bd13
79,Concept,147151,74cb1f24-676f-4a81-98eb-545dfd70d774
80,Dead of Winter: A Crossroads Game,150376,6911c55f-ef9f-4959-b0ae-aa5b7c62a93d
82,Decrypto,225694,b1a561ac-4ff8-4aff-8f68-d5e7689ee992
83,Dixit,39856,1b4b049d-d94c-4a84-b89a-006a17e4b031
84,Dominion: Intrigue,40834,9f327641-c1e8-463a-87b3-8c1270ba8f47
85,Dorfromantik: The Board Game,370591,13d44f8c-baa2-4140-8a0b-45a2813806cf
101,Jaipur,54043,32441b65-e994-4c52-a453-51f011ac1206
86,Dragomino,300010,721a712f-1b5d-494c-ba7a-f86bbcfa0610
87,Dungeons & Dragons: Waterdeep â€“ Dungeon of the Mad Mage Board Game,264196,22aca0ea-1d20-49df-a4c9-92888b648e90
88,Elder Sign,100423,04abbef9-8059-4c82-916e-e0a23e1b06cd
89,Flaming Pyramids,236639,22935a24-1fb0-4741-956c-48245fc931fb
90,Flipology,261140,786c6cde-7e98-40cb-9200-9a4bbf39c4e5
102,Jungle Speed,8098,8e533ba1-aee2-4cf5-b4eb-dfd5c41b2a53
91,Fluxx,258,a44e16a6-a99b-425c-812d-fde607e23a6a
92,Forbidden Island,65244,28c32b81-d322-4aad-9c1b-17c7f7157cc0
93,Give Me the Brain!,176,3caaa6b7-3d52-4ece-a871-b37676ac8751
94,Glimstone Grab,303929,f85b1297-22b2-4ce0-93ef-1bcbbd163f1d
95,Gloomhaven,174430,b184f864-1467-4354-b322-aa2287e5f1e0
116,Mermaid Island,94486,e7380803-1e71-4849-b7cb-5ff591890656
96,Hanabi,98778,c440978b-9700-414b-8fe4-0ffe8bc35136
97,Herd Mentality,311322,0ac346a7-3fad-4b58-bc39-3c1645a5d44f
98,Hoard,180471,68aa7818-e923-4b14-b9ac-50af32ec83da
99,Horrified,282524,cfb61eb5-5826-4f11-a1d1-d9770f2f3150
100,Infernal Wagon,358805,83af7dd8-bd17-4a46-b875-a787532e591b
103,Just One,254640,761f7e87-4c9d-48d2-a1d4-e7339a33b0d0
104,Kiitos,300509,e0d48f11-f573-4c35-8d26-cbcbd09462a9
105,Kingdomino,204583,fcf5c211-dba7-4ebf-a30e-ce0e1ef1c79e
106,Kingdomino Duel,281960,7be14673-e916-40c6-a11b-c94140217572
125,Nunatak: Temple of Ice,383158,197868e2-ee1f-45d5-99e8-6668f6af15b9
153,The 7th Citadel,286063,6bed3c62-a774-41be-9e78-3c1cf6675dcb
107,Komodo,124992,734e6786-5c1f-46b4-86a5-f958166bd3a9
108,Lanterns: The Harvest Festival,160851,bac2e625-7491-42f7-8605-93d78cf29b2e
109,Lindyhop,367829,3f65d148-5086-4c0c-8d14-c03d29ab327c
110,Little Town,241266,dad2da8f-6072-4c0b-a760-578a6c70ba1d
112,Mage Knight Board Game,96848,49c71028-c7cd-4804-9ca8-8283838d2a0e
113,Manifest,152471,e0cd044e-e8c9-4b1f-a848-50cda2907597
114,Meadow,314491,e6943409-edc9-459a-b117-f560ac833fc1
115,Meeple Circus,193214,47dcf00a-c090-40bd-8180-11b8b9ea5af1
126,Outfoxed!,172931,7fcb0293-f0db-4d24-9287-ee1ee17f798e
127,Ovation,326264,1a14e1c8-c5bb-47e6-a621-efc1934f3d49
117,Modern Art,118,54fa7baf-b56c-49dc-b5a7-8c56cbc72ad6
118,My First Bohnanza,171419,1df2bb33-610c-4cef-95d3-d3fc89fe60ff
119,My First Castle Panic,267314,3b136761-9a9a-4602-bc95-8c98a07f747e
128,Pandemic,30549,108744b3-b0f9-4240-a9c8-7458d62cbbbd
120,My First Stone Age,191004,a9663d55-4b49-4edd-8224-7bdef9c24391
182,Deception: Murder in Hong Kong,156129,99f8476f-277b-4955-b9cd-aab4396656dc
121,Mysterium Park,301767,918670ec-6c89-49ad-a120-2c5a90ba60e1
122,Ni no Kuni II: The Board Game,285125,d352734b-23f9-4d4e-acd9-b9585a146def
123,No Mercy for Monsters,299574,9336c932-7420-41f8-b02a-6d88f2189469
124,No Thanks!,12942,1f5d5779-c4e7-452e-9ab3-5856cec28070
129,Patchwork,163412,28d3aa66-db7b-4097-b7b6-be5768cfb8fd
130,Pictionary Air,272889,e5dd3d62-6da0-4697-81e4-ade1cd4ff8e7
131,Planted: A Game of Nature & Nurture,365104,318076b8-8082-4e45-8fdf-d6f659794b35
132,Point Salad,274960,8c7dceee-53b7-42b3-bf98-4994bc14d7a7
141,Saboteur,9220,5e638ce0-2992-4b18-8c41-e523b2d75185
143,Sea Salt & Paper,367220,a0d754bc-75b9-427c-87cc-29e10d368b78
133,Pylos,1419,6dfe1c9e-2105-4890-9832-d35ec2653885
134,Raccoon Tycoon,254386,59003d04-2d93-4a01-8757-efb58018be34
135,Ready Set Bet,351040,9cb85a83-728d-47cd-b2cd-384eff3b256e
136,Regicide,307002,e25ec707-44af-4986-8c85-4ae97d274db6
142,Scythe,169786,e1caec09-6ffa-4ead-bca2-d58852dcfa69
137,Rivals for Catan,66056,a4539e85-9626-4ab2-ba60-1a5f6d49ab27
138,River Dragons,634,a60e9309-3aaf-4748-a332-8b344d0b5812
139,Roller Coaster Rush,379644,93e85466-bd9e-4785-afe6-65d46216777e
140,Rummikub,811,499f16b9-6cd1-420f-bc86-edbc093c9a82
144,Sequence,2375,bea3ad73-edbb-46f5-81f5-843159f2ff04
145,Sheriff of Nottingham: 2nd Edition,298638,04129421-81f5-4c46-b298-d43b9b66ae35
146,Skull,92415,4b6de87e-1474-4167-81d5-1c16e74094dd
152,That's Pretty Clever!,244522,b18fae58-a867-4c49-8a79-d77a38971954
162,Ticket to Ride: First Journey (U.S.),205125,ea96a2b3-44bd-4529-8791-19b85bf1229b
147,Sky Team,373106,e1b0d9f3-69c5-46dd-8c6e-a16814673436
148,Slay the Spire: The Board Game,338960,d2d5f0cd-8e7c-4761-ab39-c3524cdd3ef0
149,Spot it!,63268,cdb9fa37-0cda-4066-84c5-a9a1c6180fcf
150,Sushi Go Party!,192291,ac967972-1dc2-467f-a29b-7376836e6759
151,Telestrations: Upside Drawn,302463,d0065136-dbb0-451c-8847-f31adf98a489
154,The 7th Continent,180263,31c74846-4a46-4302-abee-c183b8c5657b
155,The Fellowship of the Ring: Trick-Taking Game,429293,b3df86fa-978f-4328-9338-22bf896c2536
156,The Fox in the Forest Duet,288169,a6144585-c510-4ebc-a74f-00be8ff80958
157,The Game of Life (2013- Editions),172307,3d963749-44b5-4a07-a92d-679bb88eb2be
184,Skyjo,204135,ef5a8668-5e70-48b4-b8aa-df0ec44edae6
158,The Hobbit: An Unexpected Party,287174,ac19f313-d0ec-4fd7-97f8-2d1357746d07
159,The Mind,244992,1c7e1912-a622-4a27-9e0b-8d8a85efdfb2
160,Three Arrows,423789,cc27c3a6-f120-4d2c-9fc9-ef1c8a482ece
161,Through the Desert,503,dae92745-b824-4a3d-8866-d27f2d1ac704
163,Tsuro,16992,b408fb74-339d-4898-8fb6-14410c757e3f
164,Twilight Imperium: Fourth Edition,233078,831d70eb-a8fe-4136-80ca-914fd51e04a6
165,Twilight Struggle,12333,9db95511-9733-451b-828b-ec4efe877ee6
166,Ulterior Design,374447,5c15e56e-16a8-4fcc-af50-96fa4a10dfa8
167,Unlock!: Short Adventures â€“ Red Mask,391995,c49a103d-93ce-42ce-af27-ec44f71ee62c
168,UNO,2223,039b063a-bc8a-4184-a6fc-9de80d7b786e
169,Western Legends,232405,aa5d82a8-4a41-48e9-838a-a46149b91ac6
171,World Changers,315624,6b85be7d-6035-4755-b1c0-5a0fc57002d1
172,Zombie Kidz Evolution,256952,0522ce38-eba8-43b2-b28d-2e5bd3f9a36d
173,Sleeping Queens 2: The Rescue!,358050,fcefaeae-88e8-48ac-9e78-29c73e01b51e
174,Magic: The Gathering â€“ Arena of the Planeswalkers,167698,489e0e38-122f-4263-9198-8f2c41944b80
175,Long Shot: The Dice Game,295374,4642c713-9455-454b-b852-754784869a20
176,Battlestar Galactica: The Board Game,37111,56edeb3d-aae6-4d7f-b264-f0513ef1209a
177,Iberia,198928,779f8501-ff4f-4040-8f02-11e1dbd56a44
178,On Tour,251412,e1f81139-45ed-4edb-9b2e-124ab1f49c53
179,Forgotten Waters,302723,d3e84297-4d28-4dc7-a478-5a68b7814074
180,The Chameleon,227072,29a02d3d-6794-45d6-aed1-2870893bb52d
181,Five Crowns,1472,52d1bdf1-6243-4f78-8608-30b6bfe3f970
183,Obscurio,273477,4a4ce68b-2ba1-4688-8cce-63d25c36163a
185,Dinosaur World,317457,f3e1187f-2d5e-47e4-8c5b-5d69fa9cb3c6
186,Stratego,1917,691f2e21-cb7a-4bc2-a175-f2f374765809
300,Mandala,264241,ac2b9072-20fa-4f5a-8567-ddb4c46f548b
339,Clank! In! Space!: A Deck-Building Adventure,233371,5b747912-9bec-4492-95c9-3719786b7f1f
340,Fantasy Realms,223040,7fba888d-78a0-42fb-8247-287767130995
341,Wyrmspan,410201,c8fc57f7-f078-43c6-a161-98a589be9c2e
354,CATAN: Cities & Knights â€“ 5-6 Player Extension,4101,ca4c32b7-4eec-4ab1-80a8-3ee7ceac5ccf
355,Twilight Imperium: Fourth Edition â€“ Prophecy of Kings,315895,68744e17-93d6-449f-a075-5cbed51e67cd
351,CATAN: Cities & Knights,926,a1e45226-edd3-4609-b4a5-594091300ded
345,CATAN: 5-6 Player Expansion,2807,270ba001-cf9a-466c-888d-e2ad00ddb87f
347,7 Wonders: Cities,111661,44de72cc-24d3-4db6-a4a9-cf515cd9ee46
348,7 Wonders: Leaders,92539,93586048-215e-40e6-a9b6-5dd0846b82d7
349,7 Wonders: Wonder Pack,133993,44b0aa8b-7ab2-4bfa-b1d2-161e361f1afe
350,7 Wonders: Armada,247315,23e82d90-5eeb-4670-a8d8-5d6413a772e8
353,CATAN: Seafarers â€“ 5-6 Player Extension,4103,3df5e446-d1d6-49bf-a62f-0c229a61d3ed
81,Dead of Winter: The Long Night,193037,a99138ea-7063-4b58-9b5d-2ceb6d15b5c4
356,Wingspan Asia,366161,f61e6211-831f-4cec-88dc-60afe2bfdbe4
198,Hadrian's Wall,304783,7bf1eb83-adb0-40c4-b94d-fb360f7b054b
357,Rolling Realms Redux,393892,cee9d7eb-97d1-455b-871c-1dcdcc997462
358,Trapwords,257527,c6524faf-d8f4-41c9-bf33-59475d9e1d77
359,Puerto Rico 1897,367272,9c6035c2-7a96-4537-8c78-97d75a58401f
360,Splendor: Cities of Splendor,220653,81cd6a78-d543-4acf-9d14-8a035afb0818
